County,State,Overall Homeless 2024,Overall Chronically Homeless 2024,Unsheltered Homeless 2024,Sheltered Total Homeless 2024,Sheltered ES Homeless 2024,Sheltered TH Homeless 2024,Sheltered SH Homeless 2024,Overall Homeless 2023,Overall Chronically Homeless 2023,Unsheltered Homeless 2023,Sheltered Total Homeless 2023,Sheltered ES Homeless 2023,Sheltered TH Homeless 2023,Sheltered SH Homeless 2023,Overall Homeless 2022,Overall Chronically Homeless 2022,Unsheltered Homeless 2022,Sheltered Total Homeless 2022,Sheltered ES Homeless 2022,Sheltered TH Homeless 2022,Sheltered SH Homeless 2022,Overall Homeless 2021,Overall Chronically Homeless 2021,Unsheltered Homeless 2021,Sheltered Total Homeless 2021,Sheltered ES Homeless 2021,Sheltered TH Homeless 2021,Sheltered SH Homeless 2021,Overall Homeless 2020,Overall Chronically Homeless 2020,Unsheltered Homeless 2020,Sheltered Total Homeless 2020,Sheltered ES Homeless 2020,Sheltered TH Homeless 2020,Sheltered SH Homeless 2020,Overall Homeless 2019,Overall Chronically Homeless 2019,Unsheltered Homeless 2019,Sheltered Total Homeless 2019,Sheltered ES Homeless 2019,Sheltered TH Homeless 2019,Sheltered SH Homeless 2019,Overall Homeless 2018,Overall Chronically Homeless 2018,Unsheltered Homeless 2018,Sheltered Total Homeless 2018,Sheltered ES Homeless 2018,Sheltered TH Homeless 2018,Sheltered SH Homeless 2018,Overall Homeless 2017,Overall Chronically Homeless 2017,Unsheltered Homeless 2017,Sheltered Total Homeless 2017,Sheltered ES Homeless 2017,Sheltered TH Homeless 2017,Sheltered SH Homeless 2017,Overall Homeless 2016,Overall Chronically Homeless 2016,Unsheltered Homeless 2016,Sheltered Total Homeless 2016,Sheltered ES Homeless 2016,Sheltered TH Homeless 2016,Sheltered SH Homeless 2016,Overall Homeless 2015,Overall Chronically Homeless 2015,Unsheltered Homeless 2015,Sheltered Total Homeless 2015,Sheltered ES Homeless 2015,Sheltered TH Homeless 2015,Sheltered SH Homeless 2015,Overall Homeless 2014,Overall Chronically Homeless 2014,Unsheltered Homeless 2014,Sheltered Total Homeless 2014,Sheltered ES Homeless 2014,Sheltered TH Homeless 2014,Sheltered SH Homeless 2014,Median Rent 2024,Median Rent 2023,Median Rent 2022,Median Rent 2021,Median Rent 2020,Median Rent 2019,Median Rent 2018,Median Rent 2017,Median Rent 2016,Median Rent 2015,Median Rent 2014,ttl_extreme_poverty 2024,ttl_poverty 2024,ttl_population 2024,ttl_extreme_poverty 2023,ttl_poverty 2023,ttl_population 2023,ttl_extreme_poverty 2022,ttl_poverty 2022,ttl_population 2022,ttl_extreme_poverty 2021,ttl_poverty 2021,ttl_population 2021,ttl_extreme_poverty 2020,ttl_poverty 2020,ttl_population 2020,ttl_extreme_poverty 2019,ttl_poverty 2019,ttl_population 2019,ttl_extreme_poverty 2018,ttl_poverty 2018,ttl_population 2018,ttl_extreme_poverty 2017,ttl_poverty 2017,ttl_population 2017,ttl_extreme_poverty 2016,ttl_poverty 2016,ttl_population 2016,ttl_extreme_poverty 2015,ttl_poverty 2015,ttl_population 2015,ttl_extreme_poverty 2014,ttl_poverty 2014,ttl_population 2014,Total_Housing_Units 2024,Vacant_Units 2024,Total_Housing_Units 2023,Vacant_Units 2023,Total_Housing_Units 2022,Vacant_Units 2022,Total_Housing_Units 2021,Vacant_Units 2021,Total_Housing_Units 2020,Vacant_Units 2020,Total_Housing_Units 2019,Vacant_Units 2019,Total_Housing_Units 2018,Vacant_Units 2018,Total_Housing_Units 2017,Vacant_Units 2017,Total_Housing_Units 2016,Vacant_Units 2016,Total_Housing_Units 2015,Vacant_Units 2015,Total_Housing_Units 2014,Vacant_Units 2014,CoC-Code,Total Funding 2013,Total Funding 2014,Total Funding 2015,Total Funding 2016,Total Funding 2017,Total Funding 2018,Total Funding 2019,Total Funding 2020,Total Funding 2021,Total Funding 2022,Total Funding 2023
Alexandria city,VA,187,18,18,169,153,16,0,152.0,8.0,10.0,142.0,114.0,18.0,10.0,120.0,23.0,5.0,115.0,82.0,22.0,11.0,106.0,21.0,8.0,98.0,63.0,28.0,7.0,207.0,24.0,11.0,196.0,150.0,35.0,11.0,198.0,38.0,10.0,188.0,143.0,34.0,11.0,226.0,60.0,15.0,211.0,164.0,35.0,12.0,211.0,43.0,18.0,193.0,133.0,49.0,11.0,224.0,47.0,12.0,212.0,153.0,47.0,12.0,267.0,54.0,23.0,244.0,179.0,56.0,9.0,267.0,63.0,23.0,244.0,165.0,69.0,10.0,2089,2031,1983,1848,1774,1747,1702,1663,1611,1555,1520,5889.0,12336.0,155379.0,5982.0,13037.0,155067.0,5974.0,13760.0,155927.0,6794.0,15002.0,156643.0,6611.0,14767.0,156746.0,7632.0,16108.0,156261.0,7691.0,16432.0,155124.0,6968.0,16068.0,153420.0,6365.0,14688.0,150263.0,5669.0,12359.0,148150.0,31036.0,12661.0,145129.0,80844.0,4748.0,80570.0,5221.0,80253.0,5435.0,80040.0,5816.0,76361.0,5072.0,76357.0,5759.0,76105.0,6126.0,75489.0,6826.0,75087.0,7024.0,74317.0,7438.0,73502.0,7586.0,VA-603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allegan County,MI,1937,149,653,1284,927,357,0,1698.0,126.0,469.0,1229.0,932.0,297.0,0.0,1585.0,114.0,316.0,1269.0,908.0,361.0,0.0,1014.0,54.0,0.0,1014.0,781.0,233.0,0.0,1502.0,124.0,272.0,1230.0,937.0,293.0,0.0,1298.0,81.0,134.0,1164.0,887.0,277.0,0.0,1413.0,57.0,200.0,1213.0,900.0,313.0,0.0,1549.0,59.0,242.0,1307.0,1012.0,295.0,0.0,1536.0,44.0,224.0,1312.0,851.0,461.0,0.0,1824.0,62.0,224.0,1600.0,900.0,700.0,0.0,2333.0,119.0,522.0,1811.0,822.0,989.0,0.0,1100,1065,1004,912,838,814,794,775,757,739,754,4692.0,10091.0,120505.0,5299.0,11186.0,119842.0,5553.0,11307.0,118878.0,4811.0,10523.0,118181.0,5041.0,10161.0,115744.0,5390.0,11890.0,114800.0,5253.0,11781.0,113955.0,5081.0,12169.0,112910.0,5492.0,13093.0,112383.0,5452.0,14185.0,111582.0,37735.0,15220.0,110980.0,52636.0,7114.0,52262.0,7278.0,51880.0,7259.0,51536.0,7296.0,51551.0,7624.0,51177.0,7761.0,50772.0,7772.0,50436.0,7880.0,49841.0,7744.0,49692.0,7799.0,49541.0,7774.0,MI-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allegany County,MD,1188,216,329,859,677,182,0,1161.0,313.0,304.0,857.0,702.0,155.0,0.0,1269.0,275.0,324.0,945.0,801.0,144.0,0.0,790.0,107.0,130.0,660.0,540.0,120.0,0.0,1264.0,379.0,293.0,971.0,731.0,237.0,3.0,1352.0,214.0,360.0,992.0,646.0,346.0,0.0,1420.0,257.0,501.0,919.0,542.0,377.0,0.0,1446.0,280.0,504.0,942.0,580.0,362.0,0.0,1536.0,297.0,554.0,982.0,585.0,397.0,0.0,1999.0,662.0,723.0,1276.0,853.0,423.0,0.0,2045.0,711.0,705.0,1340.0,854.0,486.0,0.0,805,786,743,719,719,694,694,672,646,624,618,4956.0,10302.0,61133.0,4737.0,10541.0,61164.0,4737.0,9692.0,61098.0,4050.0,8908.0,60286.0,4508.0,9781.0,62610.0,4967.0,10477.0,63314.0,4877.0,10558.0,64198.0,4709.0,10916.0,65030.0,5048.0,11430.0,65671.0,5447.0,11927.0,66139.0,26182.0,11489.0,66360.0,32720.0,5338.0,32810.0,5374.0,32882.0,5420.0,32927.0,5364.0,32823.0,5454.0,32900.0,5501.0,32962.0,5125.0,33046.0,5287.0,33211.0,5044.0,33262.0,4938.0,33286.0,4796.0,MD-514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allegheny County,PA,1164,278,169,995,857,123,15,1026.0,215.0,155.0,871.0,758.0,102.0,11.0,880.0,284.0,105.0,775.0,631.0,132.0,12.0,692.0,48.0,65.0,627.0,509.0,113.0,5.0,887.0,183.0,163.0,724.0,575.0,141.0,8.0,774.0,111.0,48.0,726.0,568.0,151.0,7.0,783.0,117.0,56.0,727.0,575.0,146.0,6.0,1145.0,131.0,53.0,1092.0,622.0,448.0,22.0,1156.0,94.0,48.0,1108.0,460.0,594.0,54.0,1424.0,154.0,38.0,1386.0,440.0,877.0,69.0,1573.0,198.0,108.0,1465.0,493.0,897.0,75.0,1153,1111,1050,962,913,890,865,835,800,780,771,73403.0,138617.0,1202968.0,71318.0,135306.0,1206516.0,69136.0,134587.0,1212023.0,66579.0,134916.0,1214621.0,64643.0,134076.0,1186569.0,64673.0,138335.0,1189220.0,68146.0,144842.0,1192733.0,69800.0,149568.0,1196109.0,71407.0,152390.0,1196956.0,73645.0,155874.0,1198017.0,342477.0,154639.0,1195755.0,606827.0,61025.0,604558.0,58051.0,602734.0,57097.0,601235.0,55472.0,602416.0,56721.0,600399.0,58858.0,598424.0,60464.0,596504.0,60065.0,590150.0,59075.0,589681.0,60147.0,589211.0,61766.0,PA-600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allen County,IN,4584,365,1138,3446,2733,700,13,4398.0,387.0,804.0,3594.0,2813.0,756.0,25.0,3688.0,371.0,597.0,3091.0,2545.0,526.0,20.0,3047.0,215.0,662.0,2385.0,1805.0,557.0,23.0,4037.0,271.0,780.0,3257.0,2499.0,735.0,23.0,3904.0,241.0,537.0,3367.0,2571.0,776.0,20.0,3576.0,244.0,443.0,3133.0,2288.0,822.0,23.0,3655.0,330.0,443.0,3212.0,2237.0,952.0,23.0,4179.0,427.0,561.0,3618.0,2287.0,1309.0,22.0,4197.0,488.0,472.0,3725.0,2265.0,1435.0,25.0,4081.0,365.0,329.0,3752.0,2385.0,1367.0,0.0,1021,976,924,840,789,773,744,719,691,682,673,22475.0,48273.0,385775.0,21007.0,46610.0,382081.0,19415.0,45562.0,378880.0,19334.0,46353.0,375492.0,18886.0,46604.0,369245.0,21397.0,48580.0,366401.0,22322.0,52158.0,363717.0,23405.0,53204.0,361375.0,24248.0,54545.0,359216.0,25874.0,56542.0,357112.0,124026.0,54927.0,354586.0,166285.0,9715.0,164456.0,10273.0,162764.0,10887.0,161287.0,11536.0,159424.0,12381.0,158116.0,13051.0,156955.0,13455.0,155963.0,13267.0,154525.0,13042.0,153860.0,13324.0,153289.0,13905.0,IN-502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allen County,OH,4089,528,1270,2819,2386,433,0,3823.0,416.0,1232.0,2591.0,2091.0,500.0,0.0,4075.0,511.0,1306.0,2769.0,2239.0,530.0,0.0,2336.0,174.0,0.0,2336.0,1835.0,501.0,0.0,3577.0,192.0,986.0,2591.0,1913.0,668.0,10.0,3479.0,330.0,814.0,2665.0,1985.0,672.0,8.0,3133.0,196.0,633.0,2500.0,1754.0,736.0,10.0,3309.0,180.0,623.0,2686.0,1860.0,816.0,10.0,3032.0,182.0,445.0,2587.0,1635.0,942.0,10.0,3320.0,297.0,466.0,2854.0,1741.0,1103.0,10.0,3806.0,282.0,559.0,3247.0,2052.0,1185.0,10.0,922,898,844,758,722,703,687,663,660,639,652,5963.0,13051.0,98208.0,5814.0,12815.0,97786.0,5265.0,12081.0,98017.0,5999.0,12799.0,98199.0,5846.0,12702.0,98592.0,6603.0,13819.0,99233.0,6622.0,14795.0,99786.0,6922.0,15088.0,100283.0,7008.0,16228.0,100683.0,7732.0,17713.0,101412.0,40250.0,18629.0,101506.0,44791.0,3496.0,44697.0,3769.0,44692.0,3957.0,44614.0,3943.0,45126.0,4101.0,45081.0,4431.0,45063.0,4526.0,45005.0,4686.0,44850.0,4811.0,44859.0,4873.0,44930.0,4739.0,OH-507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anchorage Municipality,AK,1709,384,346,1363,1107,256,0,1760.0,488.0,335.0,1425.0,1209.0,216.0,0.0,1494.0,474.0,125.0,1369.0,1175.0,194.0,0.0,1319.0,271.0,152.0,1167.0,941.0,226.0,0.0,1058.0,141.0,55.0,1003.0,819.0,184.0,0.0,1111.0,91.0,97.0,1014.0,802.0,212.0,0.0,1094.0,177.0,94.0,1000.0,751.0,249.0,0.0,1128.0,116.0,155.0,973.0,654.0,319.0,0.0,1105.0,50.0,240.0,865.0,573.0,292.0,0.0,1208.0,127.0,179.0,1029.0,694.0,335.0,0.0,1023.0,101.0,53.0,970.0,665.0,305.0,0.0,1489,1453,1405,1350,1310,1320,1306,1261,1231,1197,1172,12802.0,25281.0,282595.0,11897.0,26226.0,282916.0,11472.0,27415.0,284386.0,11808.0,26182.0,286144.0,10951.0,25231.0,285133.0,11270.0,25861.0,286504.0,11646.0,26498.0,288946.0,11013.0,23510.0,290452.0,10400.0,23652.0,292059.0,10972.0,23914.0,292016.0,65978.0,24091.0,291067.0,120348.0,11751.0,119717.0,11849.0,118938.0,11804.0,118055.0,11360.0,118293.0,11323.0,117380.0,10813.0,116493.0,9969.0,115748.0,9736.0,114443.0,9474.0,114083.0,8908.0,113715.0,8551.0,AK-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anderson County,SC,1669,356,615,1054,850,192,12,1424.0,318.0,376.0,1048.0,889.0,147.0,12.0,1263.0,283.0,352.0,911.0,780.0,119.0,12.0,783.0,166.0,0.0,783.0,650.0,122.0,11.0,1536.0,353.0,497.0,1039.0,858.0,169.0,12.0,1401.0,321.0,506.0,895.0,745.0,139.0,11.0,1185.0,181.0,336.0,849.0,705.0,132.0,12.0,1317.0,230.0,385.0,932.0,681.0,238.0,13.0,1829.0,304.0,260.0,1569.0,873.0,684.0,12.0,1961.0,407.0,406.0,1555.0,683.0,860.0,12.0,1636.0,76.0,390.0,1246.0,673.0,561.0,12.0,989,952,904,823,791,778,747,716,688,675,669,15681.0,30188.0,207177.0,14424.0,29358.0,204052.0,13750.0,28770.0,201569.0,12711.0,27861.0,199597.0,11789.0,26823.0,197318.0,11445.0,28417.0,194874.0,12283.0,29419.0,192926.0,13256.0,29776.0,191170.0,13871.0,30879.0,189850.0,13633.0,30915.0,188534.0,75020.0,31366.0,187183.0,92319.0,8415.0,91008.0,8874.0,89805.0,9504.0,88680.0,9844.0,89095.0,10459.0,88209.0,11411.0,87425.0,10793.0,86796.0,10562.0,85675.0,10861.0,85296.0,11273.0,85064.0,11395.0,SC-501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anderson County,TN,784,55,604,180,157,23,0,616.0,47.0,511.0,105.0,105.0,0.0,0.0,588.0,29.0,411.0,177.0,146.0,31.0,0.0,472.0,16.0,350.0,122.0,104.0,18.0,0.0,407.0,11.0,274.0,133.0,116.0,17.0,0.0,515.0,39.0,305.0,210.0,168.0,42.0,0.0,798.0,162.0,500.0,298.0,216.0,82.0,0.0,752.0,104.0,384.0,368.0,277.0,91.0,0.0,630.0,93.0,320.0,310.0,253.0,57.0,0.0,966.0,149.0,524.0,442.0,391.0,51.0,0.0,933.0,147.0,610.0,323.0,277.0,46.0,0.0,1031,960,937,830,788,750,726,719,703,685,701,4681.0,10394.0,77787.0,4729.0,11370.0,76591.0,4888.0,11660.0,75726.0,4775.0,11582.0,75048.0,4541.0,11349.0,74792.0,4863.0,12481.0,74552.0,4770.0,12022.0,74292.0,4975.0,12085.0,74020.0,5225.0,12747.0,74060.0,5397.0,13309.0,74196.0,28457.0,12659.0,74172.0,35880.0,3125.0,35570.0,3501.0,35326.0,4051.0,35139.0,4166.0,35057.0,4171.0,34971.0,4430.0,34932.0,4449.0,34864.0,4346.0,34781.0,4121.0,34767.0,4155.0,34737.0,4344.0,TN-512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Androscoggin County,ME,2702,494,273,2429,1682,732,15,4258.0,370.0,299.0,3959.0,3153.0,791.0,15.0,4411.0,679.0,164.0,4247.0,3276.0,956.0,15.0,2063.0,298.0,0.0,2063.0,1082.0,966.0,15.0,2097.0,248.0,141.0,1956.0,1000.0,941.0,15.0,2106.0,226.0,95.0,2011.0,1105.0,891.0,15.0,2516.0,215.0,98.0,2418.0,1012.0,1391.0,15.0,2280.0,201.0,180.0,2100.0,993.0,1092.0,15.0,2241.0,217.0,120.0,2121.0,1060.0,1049.0,12.0,2372.0,217.0,59.0,2313.0,1085.0,1215.0,13.0,2726.0,244.0,93.0,2633.0,1107.0,1515.0,11.0,1010,966,916,812,771,771,751,724,717,710,706,6493.0,15686.0,109060.0,5085.0,14060.0,108293.0,4669.0,13334.0,107822.0,4259.0,12793.0,107112.0,4143.0,11843.0,104450.0,4467.0,12283.0,104281.0,5167.0,13770.0,104175.0,5500.0,14910.0,104105.0,6178.0,15370.0,104025.0,6664.0,16332.0,104094.0,36780.0,16756.0,104279.0,50471.0,3518.0,50202.0,3570.0,49923.0,4098.0,49769.0,3999.0,50053.0,4147.0,49892.0,4262.0,49735.0,4244.0,49616.0,4353.0,49134.0,4387.0,49164.0,4528.0,49187.0,4796.0,ME-500,1389621.0,1229415.0,1734972.0,1260386.0,2577178.0,2684489.0,13792998.0,14625379.0,16062697.0,19013800.0,20850852.0
Angelina County,TX,10081,1751,6368,3713,2990,723,0,9065.0,1680.0,5178.0,3887.0,3067.0,820.0,0.0,7054.0,1141.0,3555.0,3499.0,2845.0,654.0,0.0,2562.0,214.0,0.0,2562.0,1923.0,639.0,0.0,9198.0,1178.0,5765.0,3433.0,2811.0,622.0,0.0,8072.0,597.0,4656.0,3416.0,2684.0,732.0,0.0,7638.0,644.0,4078.0,3560.0,2881.0,679.0,0.0,7153.0,879.0,3570.0,3583.0,2617.0,966.0,0.0,6048.0,853.0,2388.0,3660.0,2564.0,1096.0,0.0,7016.0,1428.0,2926.0,4090.0,2947.0,1143.0,0.0,9943.0,2434.0,5880.0,4063.0,2774.0,1289.0,0.0,1076,1056,985,901,826,827,805,774,765,773,750,5675.0,13351.0,84720.0,5659.0,13707.0,84259.0,5598.0,13536.0,84075.0,6164.0,14536.0,84085.0,5587.0,14638.0,84382.0,6010.0,15026.0,84680.0,6461.0,15533.0,84861.0,6532.0,16222.0,84879.0,6384.0,16688.0,84948.0,6287.0,16497.0,85186.0,39482.0,16909.0,84661.0,37023.0,4752.0,36798.0,4615.0,36619.0,5036.0,36445.0,5294.0,37087.0,5719.0,36922.0,5887.0,36716.0,5933.0,36565.0,5634.0,36226.0,5731.0,36070.0,5487.0,35947.0,5107.0,TX-607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anne Arundel County,MD,254,50,98,156,145,11,0,241.0,40.0,74.0,167.0,155.0,12.0,0.0,307.0,55.0,75.0,232.0,217.0,15.0,0.0,244.0,46.0,72.0,172.0,162.0,10.0,0.0,319.0,54.0,90.0,229.0,218.0,11.0,0.0,302.0,71.0,61.0,241.0,223.0,18.0,0.0,366.0,85.0,86.0,280.0,263.0,17.0,0.0,376.0,91.0,113.0,263.0,239.0,24.0,0.0,390.0,70.0,52.0,338.0,253.0,85.0,0.0,335.0,71.0,48.0,287.0,220.0,67.0,0.0,384.0,73.0,51.0,333.0,251.0,82.0,0.0,2071,1990,1908,1764,1690,1663,1612,1579,1520,1497,1479,18559.0,32980.0,584318.0,18106.0,31842.0,580311.0,18822.0,33687.0,577547.0,17229.0,32049.0,568465.0,16090.0,31967.0,558904.0,16456.0,32087.0,554326.0,16831.0,33045.0,550724.0,16111.0,33246.0,548112.0,16541.0,33168.0,543203.0,15766.0,31573.0,539312.0,85134.0,31573.0,534740.0,236262.0,11514.0,234843.0,11241.0,233163.0,11459.0,231310.0,12628.0,226330.0,13208.0,224378.0,14564.0,222589.0,14990.0,220641.0,15246.0,219319.0,14490.0,217545.0,14209.0,215897.0,14468.0,MD-503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anoka County,MN,758,202,242,516,391,125,0,807.0,207.0,228.0,579.0,466.0,113.0,0.0,746.0,196.0,180.0,566.0,465.0,101.0,0.0,610.0,156.0,0.0,610.0,508.0,102.0,0.0,561.0,115.0,146.0,415.0,311.0,104.0,0.0,686.0,130.0,236.0,450.0,368.0,82.0,0.0,625.0,78.0,212.0,413.0,322.0,91.0,0.0,544.0,74.0,110.0,434.0,323.0,111.0,0.0,618.0,57.0,207.0,411.0,251.0,160.0,0.0,608.0,64.0,180.0,428.0,287.0,141.0,0.0,735.0,81.0,98.0,637.0,254.0,383.0,0.0,1464,1396,1356,1225,1162,1118,1089,1034,1000,971,957,12501.0,25759.0,366968.0,10691.0,24172.0,363694.0,10706.0,22852.0,360581.0,9364.0,21009.0,357436.0,8995.0,20270.0,350280.0,8520.0,20427.0,346853.0,8692.0,20963.0,344170.0,9362.0,22428.0,341535.0,10938.0,24864.0,337908.0,11528.0,25925.0,335395.0,69460.0,25217.0,332713.0,141863.0,4431.0,140246.0,4075.0,138533.0,4143.0,136794.0,4235.0,133277.0,3969.0,132137.0,3939.0,131151.0,4303.0,130250.0,4178.0,129252.0,3992.0,128780.0,4303.0,128093.0,4647.0,MN-503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apache County,AZ,3160,907,1934,1226,962,244,20,2386.0,488.0,1206.0,1180.0,919.0,249.0,12.0,2300.0,600.0,1349.0,951.0,716.0,220.0,15.0,989.0,185.0,0.0,989.0,833.0,141.0,15.0,2236.0,651.0,1175.0,1061.0,830.0,231.0,0.0,2021.0,558.0,983.0,1038.0,793.0,245.0,0.0,2187.0,537.0,1085.0,1102.0,850.0,252.0,0.0,1768.0,388.0,722.0,1046.0,856.0,190.0,0.0,2240.0,437.0,1217.0,1023.0,771.0,252.0,0.0,2402.0,542.0,1305.0,1097.0,851.0,246.0,0.0,2398.0,266.0,1049.0,1349.0,1019.0,330.0,0.0,647,647,635,565,527,506,486,487,503,523,539,10966.0,19517.0,63929.0,11534.0,20070.0,64278.0,11859.0,21058.0,64716.0,12348.0,22089.0,65161.0,13487.0,24258.0,70448.0,13965.0,24963.0,70403.0,14054.0,24761.0,70184.0,14296.0,25225.0,70226.0,14403.0,25658.0,70874.0,13940.0,25852.0,70596.0,44663.0,25330.0,70622.0,28997.0,7897.0,29001.0,8562.0,29032.0,9246.0,29192.0,9749.0,32943.0,11438.0,32891.0,12024.0,32809.0,12414.0,32748.0,13218.0,32725.0,13374.0,32661.0,13389.0,32614.0,13568.0,AZ-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arapahoe County,CO,14281,3336,2919,11362,9878,1443,41,10054.0,2964.0,2763.0,7291.0,5774.0,1471.0,46.0,6884.0,2573.0,2078.0,4806.0,3464.0,1314.0,28.0,5530.0,1095.0,0.0,5530.0,4072.0,1426.0,32.0,6104.0,1867.0,1561.0,4543.0,2911.0,1582.0,50.0,5755.0,1158.0,946.0,4809.0,3096.0,1678.0,35.0,5317.0,1596.0,1308.0,4009.0,2574.0,1413.0,22.0,5506.0,1083.0,894.0,4612.0,2627.0,1960.0,25.0,5728.0,739.0,797.0,4931.0,2918.0,1967.0,46.0,5335.0,842.0,745.0,4590.0,2349.0,2217.0,24.0,6621.0,801.0,671.0,5950.0,2885.0,3042.0,23.0,1891,1812,1708,1556,1452,1390,1307,1218,1142,1077,1029,28944.0,56488.0,654081.0,26800.0,55261.0,649885.0,25494.0,51766.0,648402.0,23078.0,49673.0,645068.0,21512.0,49932.0,643436.0,21688.0,51542.0,637457.0,23416.0,56802.0,630163.0,25635.0,61463.0,620365.0,27387.0,65383.0,611958.0,28914.0,67679.0,602926.0,167536.0,68985.0,591806.0,269345.0,12113.0,265980.0,12090.0,262688.0,11937.0,259291.0,12040.0,252835.0,10946.0,251212.0,10908.0,248618.0,11059.0,246011.0,10748.0,242869.0,11025.0,241431.0,11830.0,240486.0,12219.0,CO-503,10078380.0,10899182.0,13775689.0,13830184.0,14288563.0,18102409.0,27901716.0,29363312.0,30064554.0,30714291.0,32836361.0
Arlington County,VA,243,35,31,212,201,11,0,213.0,18.0,42.0,171.0,163.0,8.0,0.0,182.0,39.0,20.0,162.0,146.0,16.0,0.0,171.0,34.0,27.0,144.0,134.0,10.0,0.0,199.0,20.0,34.0,165.0,157.0,8.0,0.0,215.0,74.0,36.0,179.0,162.0,17.0,0.0,221.0,57.0,35.0,186.0,173.0,13.0,0.0,232.0,63.0,33.0,199.0,182.0,11.0,6.0,174.0,41.0,19.0,155.0,136.0,13.0,6.0,239.0,70.0,39.0,200.0,184.0,10.0,6.0,291.0,74.0,51.0,240.0,172.0,62.0,6.0,2322,2275,2227,2094,2005,1970,1936,1895,1861,1827,1802,9984.0,17249.0,233425.0,9520.0,16573.0,232638.0,8680.0,15527.0,232818.0,7960.0,15030.0,232517.0,7996.0,14952.0,233182.0,8314.0,15625.0,230287.0,7997.0,16360.0,228785.0,9637.0,18502.0,226736.0,9803.0,19528.0,223272.0,9898.0,19996.0,221211.0,38380.0,19115.0,217382.0,121970.0,9943.0,120746.0,9216.0,119247.0,8360.0,117546.0,8018.0,116248.0,7644.0,114779.0,7747.0,113084.0,8368.0,111646.0,9336.0,110763.0,10056.0,109443.0,11002.0,108021.0,11757.0,VA-600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Armstrong County,PA,774,39,49,725,564,161,0,730.0,110.0,49.0,681.0,490.0,191.0,0.0,735.0,73.0,0.0,735.0,558.0,177.0,0.0,603.0,11.0,26.0,577.0,405.0,172.0,0.0,754.0,24.0,61.0,693.0,509.0,184.0,0.0,727.0,17.0,34.0,693.0,472.0,221.0,0.0,748.0,46.0,38.0,710.0,435.0,266.0,9.0,837.0,29.0,63.0,774.0,451.0,285.0,38.0,986.0,32.0,69.0,917.0,445.0,431.0,41.0,1002.0,91.0,65.0,937.0,448.0,436.0,53.0,1101.0,135.0,56.0,1045.0,490.0,508.0,47.0,785,802,777,719,686,666,656,639,614,607,607,3155.0,7543.0,63969.0,2956.0,7258.0,64426.0,2611.0,6725.0,64856.0,2636.0,6819.0,65296.0,2733.0,7238.0,64654.0,2733.0,7215.0,65167.0,3336.0,7683.0,65626.0,3530.0,8577.0,66006.0,3528.0,8786.0,66772.0,3434.0,8738.0,67215.0,22320.0,8972.0,67532.0,32128.0,4093.0,32164.0,4157.0,32172.0,4405.0,32196.0,4492.0,32852.0,4817.0,32853.0,4716.0,32736.0,4746.0,32773.0,4531.0,32427.0,4177.0,32411.0,3887.0,32442.0,3826.0,PA-601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
